index,location,precipitation,temp_max,temp_min,wind,weather,Year,Month,Day
1347,Seattle,0.0,24.4,13.9,3.3,sun,2015,9,9
1377,Seattle,0.3,19.4,12.2,2.6,rain,2015,10,9
1408,Seattle,3.3,10.0,5.0,1.3,rain,2015,11,9
1438,Seattle,13.5,12.2,7.8,6.3,rain,2015,12,9
2565,New York,1.8,1.1,-6.0,8.8,snow,2015,1,9
2596,New York,3.6,-1.6,-3.2,7.7,snow,2015,2,9
2624,New York,0.5,12.2,0.0,3.8,rain,2015,3,9
2655,New York,0.0,6.7,3.3,5.1,fog,2015,4,9
2685,New York,0.5,17.8,14.4,2.8,rain,2015,5,9
2716,New York,0.0,29.4,17.8,6.1,fog,2015,6,9
2746,New York,8.1,25.0,22.2,3.8,rain,2015,7,9
2777,New York,0.0,30.6,18.9,3.9,sun,2015,8,9
2808,New York,1.8,30.6,23.9,5.0,rain,2015,9,9
2838,New York,7.1,23.3,16.1,6.0,rain,2015,10,9
2869,New York,0.0,15.0,3.9,1.5,sun,2015,11,9
2899,New York,0.0,12.8,1.1,3.4,sun,2015,12,9
9,Seattle,1.0,6.1,0.6,3.4,rain,2012,1,10
40,Seattle,2.5,12.8,6.7,3.0,rain,2012,2,10
69,Seattle,10.4,7.2,6.1,3.4,rain,2012,3,10
100,Seattle,0.0,17.8,8.9,3.2,rain,2012,4,10
130,Seattle,0.0,14.4,3.9,3.0,sun,2012,5,10
161,Seattle,0.0,18.9,10.0,2.9,sun,2012,6,10
191,Seattle,0.0,23.9,11.1,2.3,drizzle,2012,7,10
222,Seattle,0.0,25.6,12.2,2.3,sun,2012,8,10
253,Seattle,0.3,20.0,11.7,3.9,rain,2012,9,10
283,Seattle,0.0,12.2,8.3,1.4,drizzle,2012,10,10
314,Seattle,0.0,7.8,-0.6,2.2,sun,2012,11,10
344,Seattle,0.5,7.2,5.6,1.8,rain,2012,12,10
1470,New York,0.0,8.9,-1.1,5.5,drizzle,2012,1,10
1501,New York,0.0,7.2,-1.1,4.3,rain,2012,2,10
1530,New York,0.0,6.1,-1.7,6.0,sun,2012,3,10
1561,New York,0.0,16.7,6.1,6.3,rain,2012,4,10
1591,New York,5.6,19.4,10.6,6.2,rain,2012,5,10
1622,New York,2.0,26.7,18.3,3.2,rain,2012,6,10
1652,New York,0.0,28.3,21.1,3.6,sun,2012,7,10
1683,New York,53.8,27.8,21.1,4.7,rain,2012,8,10
1714,New York,0.0,23.9,15.0,6.4,sun,2012,9,10
1744,New York,5.6,20.0,12.2,6.0,rain,2012,10,10
1775,New York,0.0,12.2,5.6,2.6,drizzle,2012,11,10
1805,New York,6.4,13.3,7.8,3.1,rain,2012,12,10
375,Seattle,0.3,3.3,-0.6,2.1,snow,2013,1,10
406,Seattle,0.0,8.9,1.7,2.0,drizzle,2013,2,10
434,Seattle,0.8,7.8,3.9,1.6,rain,2013,3,10
465,Seattle,9.4,15.0,8.9,6.4,rain,2013,4,10
495,Seattle,0.0,26.1,9.4,1.0,sun,2013,5,10
526,Seattle,0.0,21.7,11.7,3.2,sun,2013,6,10
556,Seattle,0.0,22.2,13.9,2.6,sun,2013,7,10
587,Seattle,2.3,25.6,15.0,2.9,rain,2013,8,10
618,Seattle,0.0,26.7,15.0,3.7,sun,2013,9,10
648,Seattle,1.0,14.4,8.3,1.7,rain,2013,10,10
679,Seattle,0.0,11.1,8.3,4.4,sun,2013,11,10
709,Seattle,0.0,5.6,0.6,1.5,sun,2013,12,10
1836,New York,0.0,10.0,2.8,5.3,sun,2013,1,10
1867,New York,0.0,1.1,-8.3,2.6,drizzle,2013,2,10
1895,New York,0.0,6.1,-0.6,3.2,sun,2013,3,10
1926,New York,15.0,21.7,11.7,4.1,rain,2013,4,10
1956,New York,0.0,24.4,12.2,4.3,sun,2013,5,10
1987,New York,35.1,20.6,17.2,4.6,rain,2013,6,10
2017,New York,1.5,29.4,22.2,4.0,rain,2013,7,10
2048,New York,0.0,29.4,21.7,4.6,sun,2013,8,10
2079,New York,0.0,27.2,21.1,5.5,sun,2013,9,10
2109,New York,0.0,18.9,13.3,7.1,sun,2013,10,10
2140,New York,0.0,16.7,6.7,7.8,sun,2013,11,10
2170,New York,7.1,3.3,-1.0,5.5,snow,2013,12,10
740,Seattle,4.3,12.8,8.3,7.0,rain,2014,1,10
771,Seattle,18.3,10.0,2.2,4.7,rain,2014,2,10
799,Seattle,18.8,12.2,6.1,2.2,rain,2014,3,10
830,Seattle,0.0,15.0,6.7,3.6,sun,2014,4,10
860,Seattle,0.5,15.6,7.2,2.1,rain,2014,5,10
891,Seattle,0.0,20.0,12.2,2.9,sun,2014,6,10
921,Seattle,0.0,28.9,12.8,2.2,fog,2014,7,10
952,Seattle,0.0,30.6,13.9,3.4,sun,2014,8,10
983,Seattle,0.0,22.2,12.2,3.9,sun,2014,9,10
1013,Seattle,0.3,18.3,10.0,3.8,rain,2014,10,10
1044,Seattle,0.0,11.1,5.6,3.9,sun,2014,11,10
1074,Seattle,13.0,18.9,10.0,6.7,rain,2014,12,10
2201,New York,4.8,3.3,-4.3,1.7,snow,2014,1,10
2232,New York,0.0,-1.6,-6.0,6.8,sun,2014,2,10
2260,New York,0.0,10.6,1.7,4.7,sun,2014,3,10
2291,New York,0.0,11.7,3.3,7.3,sun,2014,4,10
2321,New York,20.1,25.0,12.2,4.0,rain,2014,5,10
2352,New York,0.0,25.6,19.4,2.2,sun,2014,6,10
2382,New York,0.8,29.4,21.7,2.8,rain,2014,7,10
2413,New York,0.0,30.6,20.0,3.2,sun,2014,8,10
2444,New York,0.0,25.6,17.2,3.5,sun,2014,9,10
2474,New York,0.0,17.8,11.1,2.5,sun,2014,10,10
2505,New York,0.0,15.0,3.3,1.9,sun,2014,11,10
2535,New York,2.8,5.6,1.1,7.3,snow,2014,12,10
1105,Seattle,5.8,7.8,6.1,0.5,rain,2015,1,10
1136,Seattle,0.3,12.8,8.3,4.0,rain,2015,2,10
1164,Seattle,0.8,13.3,5.0,2.6,rain,2015,3,10
1195,Seattle,10.9,13.9,7.8,4.6,rain,2015,4,10
1225,Seattle,0.0,19.4,11.1,2.8,sun,2015,5,10
1256,Seattle,0.0,25.6,11.1,3.0,sun,2015,6,10
1286,Seattle,0.0,21.1,16.7,3.7,sun,2015,7,10
1317,Seattle,0.0,28.9,16.1,2.4,sun,2015,8,10
1348,Seattle,0.0,25.0,14.4,3.6,fog,2015,9,10
1378,Seattle,28.7,21.1,13.3,4.7,rain,2015,10,10
1409,Seattle,1.3,11.1,3.9,3.9,rain,2015,11,10
1439,Seattle,9.4,11.7,6.1,7.5,rain,2015,12,10
2566,New York,0.0,-4.3,-7.7,7.4,sun,2015,1,10
2597,New York,0.0,4.4,-3.2,6.9,sun,2015,2,10
2625,New York,12.4,10.0,1.1,1.4,rain,2015,3,10
2656,New York,4.8,14.4,4.4,3.7,rain,2015,4,10
2686,New York,0.0,23.3,14.4,4.3,drizzle,2015,5,10
2717,New York,0.0,26.1,18.3,4.9,sun,2015,6,10
2747,New York,0.0,30.0,22.8,4.7,sun,2015,7,10
2778,New York,0.0,27.2,20.0,4.3,sun,2015,8,10
2809,New York,30.0,26.1,21.7,3.6,rain,2015,9,10
2839,New York,0.0,18.9,11.1,4.2,sun,2015,10,10
2870,New York,11.4,15.0,11.7,5.4,rain,2015,11,10
2900,New York,0.0,15.0,8.9,3.0,drizzle,2015,12,10
10,Seattle,0.0,6.1,-1.1,5.1,sun,2012,1,11
41,Seattle,0.8,8.9,5.6,3.4,rain,2012,2,11
70,Seattle,13.7,6.7,2.8,5.8,rain,2012,3,11
101,Seattle,2.3,11.1,7.2,2.6,rain,2012,4,11
131,Seattle,0.0,18.3,4.4,4.3,sun,2012,5,11
162,Seattle,0.0,23.3,10.0,1.8,rain,2012,6,11
192,Seattle,0.0,27.8,13.3,2.9,fog,2012,7,11
223,Seattle,0.0,28.3,13.3,2.5,sun,2012,8,11
254,Seattle,0.0,20.0,8.9,4.2,sun,2012,9,11
284,Seattle,0.0,13.9,7.2,1.3,drizzle,2012,10,11
315,Seattle,15.2,8.9,1.1,3.0,rain,2012,11,11
345,Seattle,3.0,7.8,5.6,4.5,rain,2012,12,11
1471,New York,3.0,8.3,-0.6,3.6,rain,2012,1,11
1502,New York,3.0,3.3,0.6,4.4,snow,2012,2,11
1531,New York,0.0,13.9,2.2,6.1,sun,2012,3,11
1562,New York,0.0,12.2,6.1,5.0,rain,2012,4,11
1592,New York,0.0,21.7,10.0,6.2,sun,2012,5,11
1623,New York,0.0,23.9,17.8,5.0,sun,2012,6,11
1653,New York,0.0,28.3,21.1,2.5,sun,2012,7,11
1684,New York,0.0,29.4,23.9,5.1,rain,2012,8,11
1715,New York,0.0,24.4,12.2,3.0,sun,2012,9,11
1745,New York,0.0,15.6,8.9,6.4,sun,2012,10,11
1776,New York,0.0,15.6,5.0,4.1,drizzle,2012,11,11
1806,New York,1.3,12.8,5.0,5.2,rain,2012,12,11
376,Seattle,0.0,2.8,-2.8,1.9,drizzle,2013,1,11
407,Seattle,0.3,8.3,4.4,1.4,rain,2013,2,11
435,Seattle,1.3,10.6,6.1,1.1,rain,2013,3,11
466,Seattle,1.5,12.2,6.7,3.8,rain,2013,4,11
496,Seattle,0.0,27.2,12.2,2.6,sun,2013,5,11
527,Seattle,0.0,20.0,10.0,5.7,sun,2013,6,11
557,Seattle,0.0,22.8,12.2,3.0,sun,2013,7,11
588,Seattle,0.0,25.0,14.4,2.9,sun,2013,8,11
619,Seattle,0.0,33.9,16.1,2.4,sun,2013,9,11
649,Seattle,9.1,13.9,10.6,1.0,rain,2013,10,11
680,Seattle,0.0,16.1,6.1,2.6,fog,2013,11,11
710,Seattle,0.0,5.0,-1.6,0.8,sun,2013,12,11
1837,New York,14.7,8.3,0.6,2.8,rain,2013,1,11
1868,New York,11.7,7.2,1.1,3.2,rain,2013,2,11
1896,New York,0.0,11.1,3.9,4.4,sun,2013,3,11
1927,New York,0.0,15.6,8.3,5.1,sun,2013,4,11
1957,New York,9.9,18.3,15.0,6.0,rain,2013,5,11
1988,New York,0.5,27.2,18.3,7.5,rain,2013,6,11
2018,New York,0.0,31.1,22.8,3.1,sun,2013,7,11
2049,New York,0.0,27.2,18.9,3.7,sun,2013,8,11
2080,New York,0.0,31.1,22.2,4.8,sun,2013,9,11
2110,New York,0.0,20.6,15.6,6.9,drizzle,2013,10,11
2141,New York,0.0,12.2,6.1,6.1,sun,2013,11,11
2171,New York,0.0,0.0,-2.7,8.2,sun,2013,12,11
741,Seattle,21.3,14.4,7.2,8.8,rain,2014,1,11
772,Seattle,17.0,12.2,5.6,3.8,rain,2014,2,11
800,Seattle,0.0,14.4,4.4,2.3,fog,2014,3,11
831,Seattle,0.0,17.2,5.0,2.8,sun,2014,4,11
861,Seattle,0.0,18.9,8.3,1.7,sun,2014,5,11
892,Seattle,0.0,23.9,11.1,2.7,sun,2014,6,11
922,Seattle,0.0,31.1,15.0,2.2,sun,2014,7,11
953,Seattle,0.5,35.6,17.8,2.6,rain,2014,8,11
984,Seattle,0.0,24.4,12.8,5.3,sun,2014,9,11
1014,Seattle,7.4,18.3,11.7,3.5,rain,2014,10,11
1045,Seattle,0.0,7.8,1.1,7.7,sun,2014,11,11
1075,Seattle,6.9,14.4,8.3,6.4,rain,2014,12,11
2202,New York,18.3,12.2,3.3,7.2,rain,2014,1,11
2233,New York,0.0,-3.8,-8.8,5.6,sun,2014,2,11
2261,New York,0.0,18.3,3.3,4.1,sun,2014,3,11
2292,New York,0.0,20.6,8.3,3.9,sun,2014,4,11
2322,New York,0.5,26.1,16.1,4.2,rain,2014,5,11
2353,New York,0.0,21.1,16.1,5.4,fog,2014,6,11
2383,New York,0.0,29.4,19.4,3.2,sun,2014,7,11
2414,New York,0.0,28.9,19.4,3.5,sun,2014,8,11
2445,New York,0.0,29.4,20.6,5.8,sun,2014,9,11
2475,New York,11.4,15.0,10.0,3.7,rain,2014,10,11
2506,New York,0.0,17.8,5.6,2.4,fog,2014,11,11
2536,New York,0.0,4.4,0.0,7.5,sun,2014,12,11
1106,Seattle,1.5,9.4,7.2,1.1,rain,2015,1,11
1137,Seattle,0.0,12.8,5.6,1.0,fog,2015,2,11
1165,Seattle,2.5,14.4,8.9,3.1,rain,2015,3,11
1196,Seattle,0.0,11.7,5.6,6.5,sun,2015,4,11
1226,Seattle,0.0,13.9,10.0,2.5,fog,2015,5,11
1257,Seattle,0.0,24.4,11.1,3.5,sun,2015,6,11
1287,Seattle,0.0,22.2,16.7,3.0,sun,2015,7,11
1318,Seattle,0.0,30.0,16.7,4.4,sun,2015,8,11
1349,Seattle,0.0,27.2,15.0,3.1,sun,2015,9,11
1379,Seattle,0.0,17.8,10.6,2.6,sun,2015,10,11
1410,Seattle,1.5,11.1,6.1,4.6,rain,2015,11,11
1440,Seattle,0.3,9.4,4.4,2.8,rain,2015,12,11
2567,New York,0.0,3.3,-6.6,4.9,sun,2015,1,11
2598,New York,0.0,1.7,-4.9,4.5,sun,2015,2,11
2626,New York,0.5,16.7,4.4,5.2,rain,2015,3,11
2657,New York,0.0,16.1,7.2,7.5,sun,2015,4,11
2687,New York,0.0,25.0,16.7,4.2,fog,2015,5,11
2718,New York,0.0,30.6,18.9,4.3,drizzle,2015,6,11
2748,New York,0.0,30.0,21.1,3.3,sun,2015,7,11
2779,New York,28.7,27.2,22.2,6.0,rain,2015,8,11
2810,New York,0.8,27.8,18.9,4.5,rain,2015,9,11
2840,New York,0.0,20.0,10.0,4.3,sun,2015,10,11
2871,New York,2.3,15.0,10.0,5.7,rain,2015,11,11
2901,New York,0.0,14.4,7.8,2.7,drizzle,2015,12,11
11,Seattle,0.0,6.1,-1.7,1.9,sun,2012,1,12
42,Seattle,1.0,8.3,5.0,1.3,rain,2012,2,12
71,Seattle,19.3,8.3,0.6,6.2,snow,2012,3,12
102,Seattle,0.5,13.9,5.6,2.6,rain,2012,4,12
132,Seattle,0.0,24.4,6.7,3.4,sun,2012,5,12
163,Seattle,0.8,18.3,12.8,3.9,rain,2012,6,12
193,Seattle,0.0,25.6,13.3,2.7,drizzle,2012,7,12
224,Seattle,0.0,30.6,15.0,3.0,sun,2012,8,12
255,Seattle,0.0,22.2,10.0,5.6,sun,2012,9,12
285,Seattle,2.0,13.9,8.9,4.6,rain,2012,10,12
316,Seattle,3.6,12.8,6.1,3.0,rain,2012,11,12
346,Seattle,8.1,6.7,4.4,2.0,rain,2012,12,12
1472,New York,22.9,9.4,5.6,6.1,rain,2012,1,12
1503,New York,0.0,1.7,-6.1,9.5,snow,2012,2,12
1532,New York,0.0,16.7,4.4,4.0,sun,2012,3,12
1563,New York,0.0,16.7,6.7,5.3,rain,2012,4,12
1593,New York,0.0,23.9,10.0,4.1,sun,2012,5,12
1624,New York,27.4,22.8,17.8,5.8,rain,2012,6,12
1654,New York,0.0,28.9,20.0,3.3,sun,2012,7,12
1685,New York,0.0,29.4,23.3,4.2,sun,2012,8,12
1716,New York,0.0,25.0,15.6,3.0,sun,2012,9,12
1746,New York,0.0,15.6,6.1,6.6,rain,2012,10,12
1777,New York,0.0,17.2,7.8,4.5,drizzle,2012,11,12
1807,New York,0.0,7.2,1.7,2.9,sun,2012,12,12
377,Seattle,0.0,2.8,-3.9,2.0,sun,2013,1,12
408,Seattle,1.0,11.1,7.2,5.6,rain,2013,2,12
436,Seattle,2.0,12.8,10.0,5.7,rain,2013,3,12
467,Seattle,9.7,7.8,4.4,4.6,rain,2013,4,12
497,Seattle,6.6,21.7,13.9,3.9,rain,2013,5,12
528,Seattle,0.3,20.6,11.7,4.2,rain,2013,6,12
558,Seattle,0.0,19.4,13.3,2.2,sun,2013,7,12
589,Seattle,0.0,25.6,16.1,1.9,sun,2013,8,12
620,Seattle,0.0,25.6,15.0,1.7,sun,2013,9,12
650,Seattle,1.0,14.4,8.9,2.2,rain,2013,10,12
681,Seattle,4.1,15.6,8.9,2.2,rain,2013,11,12
711,Seattle,6.9,5.6,-0.5,2.3,rain,2013,12,12
1838,New York,1.5,9.4,6.1,2.7,rain,2013,1,12
1869,New York,0.0,8.3,2.8,6.4,sun,2013,2,12
1897,New York,16.8,11.7,6.1,8.4,rain,2013,3,12
1928,New York,22.1,8.9,5.0,8.1,rain,2013,4,12
1958,New York,0.5,21.1,10.6,8.2,rain,2013,5,12
1989,New York,0.0,25.6,16.1,6.8,sun,2013,6,12
2019,New York,6.9,26.1,21.1,5.5,rain,2013,7,12
2050,New York,12.2,26.7,20.6,2.3,rain,2013,8,12
2081,New York,7.4,27.8,21.1,4.5,rain,2013,9,12
2111,New York,0.0,23.9,15.0,6.7,sun,2013,10,12
2142,New York,1.3,11.1,0.0,7.6,snow,2013,11,12
2172,New York,0.0,-1.0,-4.9,7.2,sun,2013,12,12
742,Seattle,1.5,11.1,5.6,8.1,rain,2014,1,12
773,Seattle,4.6,12.2,7.2,6.4,rain,2014,2,12
801,Seattle,0.0,16.1,3.3,1.9,fog,2014,3,12
832,Seattle,0.0,16.1,7.8,4.4,sun,2014,4,12
862,Seattle,0.0,24.4,9.4,2.7,sun,2014,5,12
893,Seattle,1.8,21.7,12.2,4.0,rain,2014,6,12
923,Seattle,0.0,32.2,16.7,2.2,sun,2014,7,12
954,Seattle,12.7,27.2,17.2,3.1,rain,2014,8,12
985,Seattle,0.0,24.4,12.8,5.9,sun,2014,9,12
1015,Seattle,0.0,17.8,11.7,2.1,sun,2014,10,12
1046,Seattle,0.0,6.7,0.0,7.6,sun,2014,11,12
1076,Seattle,0.0,11.1,7.2,3.7,sun,2014,12,12
2203,New York,0.0,11.1,0.6,6.7,sun,2014,1,12
2234,New York,0.0,-2.7,-11.0,3.6,sun,2014,2,12
2262,New York,3.8,13.9,1.1,6.6,rain,2014,3,12
2293,New York,0.0,20.0,9.4,4.9,sun,2014,4,12
2323,New York,0.0,24.4,13.3,3.8,sun,2014,5,12
2354,New York,0.3,24.4,16.1,4.7,rain,2014,6,12
2384,New York,0.0,27.8,18.9,4.3,sun,2014,7,12
2415,New York,8.6,26.7,22.2,6.8,rain,2014,8,12
2446,New York,0.0,26.1,17.2,4.8,sun,2014,9,12
2476,New York,0.0,18.3,7.8,2.9,sun,2014,10,12
2507,New York,0.0,18.9,7.2,3.2,drizzle,2014,11,12
2537,New York,0.0,5.0,0.6,7.0,sun,2014,12,12
1107,Seattle,0.0,11.1,4.4,1.6,fog,2015,1,12
1138,Seattle,1.0,16.7,9.4,2.1,rain,2015,2,12
1166,Seattle,0.0,17.8,9.4,3.2,sun,2015,3,12
1197,Seattle,0.0,13.3,5.6,3.6,sun,2015,4,12
1227,Seattle,4.3,15.6,10.6,3.3,rain,2015,5,12
1258,Seattle,0.0,20.0,11.7,2.3,sun,2015,6,12
1288,Seattle,0.0,26.1,16.7,2.2,sun,2015,7,12
1319,Seattle,7.6,28.3,16.7,2.7,rain,2015,8,12
1350,Seattle,0.0,26.7,14.4,2.1,sun,2015,9,12
1380,Seattle,4.6,18.3,10.6,2.8,rain,2015,10,12
1411,Seattle,9.9,11.1,5.0,5.1,rain,2015,11,12
1441,Seattle,16.0,8.9,5.6,5.6,rain,2015,12,12
2568,New York,17.8,4.4,1.1,2.7,rain,2015,1,12
2599,New York,0.0,4.4,-7.7,5.9,sun,2015,2,12
2627,New York,0.0,10.0,2.2,8.8,sun,2015,3,12
2658,New York,0.0,16.1,6.1,4.0,sun,2015,4,12
2688,New York,0.3,30.6,18.3,5.7,rain,2015,5,12
2719,New York,0.0,29.4,21.7,4.6,sun,2015,6,12
2749,New York,0.0,30.0,21.7,3.6,sun,2015,7,12
2780,New York,0.0,31.1,22.8,5.0,sun,2015,8,12
2811,New York,6.9,26.7,20.0,5.2,rain,2015,9,12
2841,New York,0.0,22.2,11.7,3.8,sun,2015,10,12
2872,New York,1.3,15.6,11.1,4.9,rain,2015,11,12
2902,New York,0.0,17.8,9.4,1.9,fog,2015,12,12
12,Seattle,0.0,5.0,-2.8,1.3,sun,2012,1,13
43,Seattle,11.4,7.2,4.4,1.4,rain,2012,2,13
72,Seattle,9.4,5.6,0.6,5.3,snow,2012,3,13
103,Seattle,0.0,15.0,3.9,4.0,drizzle,2012,4,13
133,Seattle,0.0,25.6,9.4,4.2,sun,2012,5,13
164,Seattle,0.0,16.1,11.1,4.3,sun,2012,6,13
194,Seattle,0.5,23.3,13.9,2.2,rain,2012,7,13
225,Seattle,0.0,30.6,15.0,2.8,sun,2012,8,13
256,Seattle,0.0,27.8,11.7,3.6,sun,2012,9,13
286,Seattle,4.8,15.6,12.2,3.9,rain,2012,10,13
317,Seattle,5.3,11.1,7.8,2.5,rain,2012,11,13
347,Seattle,2.3,7.2,3.3,2.8,rain,2012,12,13
1473,New York,0.0,10.0,-1.7,11.4,snow,2012,1,13
1504,New York,0.0,6.7,-1.7,7.8,sun,2012,2,13
1533,New York,2.0,16.1,9.4,3.8,rain,2012,3,13
1564,New York,0.0,16.7,6.7,4.8,rain,2012,4,13
1594,New York,0.0,23.9,14.4,4.8,sun,2012,5,13
1625,New York,34.8,20.6,18.3,3.4,rain,2012,6,13
1655,New York,0.0,29.4,21.7,3.7,rain,2012,7,13
1686,New York,0.0,30.6,21.7,4.6,sun,2012,8,13
1717,New York,0.0,24.4,16.7,3.7,sun,2012,9,13
1747,New York,0.0,12.8,2.8,4.1,sun,2012,10,13
1778,New York,2.0,14.4,4.4,6.0,rain,2012,11,13
1808,New York,0.0,8.3,0.6,1.8,sun,2012,12,13
378,Seattle,0.0,2.2,-4.4,1.5,sun,2013,1,13
409,Seattle,2.3,9.4,7.2,4.1,rain,2013,2,13
437,Seattle,2.3,11.7,9.4,3.7,rain,2013,3,13
468,Seattle,9.4,10.6,3.3,5.7,rain,2013,4,13
498,Seattle,3.3,18.9,9.4,5.0,rain,2013,5,13
529,Seattle,0.0,21.1,11.7,2.6,sun,2013,6,13
559,Seattle,0.0,26.1,11.1,3.1,sun,2013,7,13
590,Seattle,0.0,27.8,15.0,1.8,sun,2013,8,13
621,Seattle,0.0,18.9,15.6,2.0,sun,2013,9,13
651,Seattle,0.0,15.0,6.7,1.8,fog,2013,10,13
682,Seattle,0.0,13.9,10.6,3.8,sun,2013,11,13
712,Seattle,0.5,9.4,5.6,2.9,rain,2013,12,13
1839,New York,0.3,8.3,5.6,2.6,rain,2013,1,13
1870,New York,0.3,6.1,-2.2,2.3,snow,2013,2,13
1898,New York,0.0,11.7,3.3,5.5,sun,2013,3,13
1929,New York,0.3,14.4,3.9,4.0,rain,2013,4,13
1959,New York,0.0,14.4,7.8,7.3,sun,2013,5,13
1990,New York,25.1,18.9,13.3,6.3,rain,2013,6,13
2020,New York,0.0,29.4,21.7,3.4,fog,2013,7,13
2051,New York,18.8,24.4,20.6,2.9,rain,2013,8,13
2082,New York,2.3,26.7,15.0,5.5,rain,2013,9,13
2112,New York,0.0,20.0,10.6,5.1,sun,2013,10,13
2143,New York,0.0,5.0,-1.6,6.1,sun,2013,11,13
2173,New York,0.0,2.2,-4.3,6.8,sun,2013,12,13
743,Seattle,0.0,10.6,10.0,7.1,sun,2014,1,13
774,Seattle,1.8,12.8,7.8,6.3,rain,2014,2,13
802,Seattle,0.5,13.9,5.0,2.5,rain,2014,3,13
833,Seattle,0.0,20.6,5.6,3.1,sun,2014,4,13
863,Seattle,0.0,26.7,12.8,3.8,sun,2014,5,13
894,Seattle,6.4,15.6,11.1,5.0,rain,2014,6,13
924,Seattle,0.0,29.4,15.0,2.6,sun,2014,7,13
955,Seattle,21.6,23.3,15.0,2.7,rain,2014,8,13
986,Seattle,0.0,28.3,10.0,4.2,sun,2014,9,13
1016,Seattle,7.6,21.1,10.0,3.1,rain,2014,10,13
1047,Seattle,0.0,7.2,0.6,4.7,sun,2014,11,13
1077,Seattle,0.0,10.0,3.9,1.1,fog,2014,12,13
2204,New York,0.0,10.0,-1.0,5.4,sun,2014,1,13
2235,New York,32.3,2.2,-3.2,9.4,snow,2014,2,13
2263,New York,0.0,1.1,-7.1,12.6,sun,2014,3,13
2294,New York,0.0,18.3,8.3,6.7,sun,2014,4,13
2324,New York,0.0,21.1,10.6,5.2,fog,2014,5,13
2355,New York,25.1,27.2,19.4,3.4,rain,2014,6,13
2385,New York,1.5,26.7,20.6,7.2,rain,2014,7,13
2416,New York,74.2,29.4,20.0,6.3,rain,2014,8,13
2447,New York,7.4,21.1,15.6,4.9,rain,2014,9,13
2477,New York,2.0,18.9,7.8,2.6,rain,2014,10,13
2508,New York,2.8,9.4,3.3,3.7,rain,2014,11,13
2538,New York,0.0,8.3,1.1,7.3,sun,2014,12,13
1108,Seattle,0.0,9.4,2.8,2.7,fog,2015,1,13
1139,Seattle,0.0,15.6,6.7,1.7,fog,2015,2,13
1167,Seattle,2.0,17.2,7.8,2.2,rain,2015,3,13
1198,Seattle,14.0,11.7,3.9,3.6,rain,2015,4,13
1228,Seattle,4.1,12.2,10.0,2.8,rain,2015,5,13
1259,Seattle,0.0,23.9,9.4,2.6,sun,2015,6,13
1289,Seattle,0.0,25.6,16.1,3.1,sun,2015,7,13
1320,Seattle,0.0,28.3,15.6,2.2,sun,2015,8,13
1351,Seattle,0.5,20.6,12.8,3.0,rain,2015,9,13
1381,Seattle,1.3,16.7,9.4,3.2,rain,2015,10,13
1412,Seattle,33.5,13.3,9.4,6.5,rain,2015,11,13
1442,Seattle,1.3,7.8,6.1,6.1,rain,2015,12,13
2569,New York,0.0,2.8,-7.1,6.8,sun,2015,1,13
2600,New York,0.0,-4.9,-12.7,8.4,sun,2015,2,13
2628,New York,0.0,5.0,-1.0,3.6,sun,2015,3,13
2659,New York,0.0,16.7,6.1,6.4,sun,2015,4,13
2689,New York,0.0,22.8,12.8,7.4,sun,2015,5,13
2720,New York,0.0,31.1,19.4,4.8,sun,2015,6,13
2750,New York,0.0,28.9,22.2,3.2,sun,2015,7,13
2781,New York,0.0,30.6,20.6,3.4,sun,2015,8,13
2812,New York,1.0,26.1,16.7,5.5,rain,2015,9,13
2842,New York,0.0,23.3,15.6,4.2,sun,2015,10,13
2873,New York,0.0,16.1,8.9,9.1,sun,2015,11,13
2903,New York,0.0,21.1,11.7,3.1,drizzle,2015,12,13
13,Seattle,4.1,4.4,0.6,5.3,snow,2012,1,14
44,Seattle,2.5,6.7,1.1,3.1,rain,2012,2,14
73,Seattle,8.6,7.8,1.1,4.7,rain,2012,3,14
104,Seattle,0.0,15.6,3.3,3.0,sun,2012,4,14
134,Seattle,0.0,26.7,12.8,3.8,sun,2012,5,14
165,Seattle,0.0,17.2,10.0,2.7,sun,2012,6,14
195,Seattle,0.0,25.0,15.0,2.2,rain,2012,7,14
226,Seattle,0.0,28.9,13.9,2.8,sun,2012,8,14
257,Seattle,0.0,26.1,11.1,1.5,sun,2012,9,14
287,Seattle,16.5,17.8,13.3,3.4,rain,2012,10,14
318,Seattle,0.8,11.1,5.0,2.6,rain,2012,11,14
348,Seattle,7.9,6.1,1.1,1.7,rain,2012,12,14
1474,New York,0.0,1.1,-2.8,8.1,snow,2012,1,14
1505,New York,0.8,7.2,1.7,3.2,rain,2012,2,14
1534,New York,0.0,22.2,8.3,4.3,sun,2012,3,14
1565,New York,0.0,18.9,7.2,4.3,rain,2012,4,14
1595,New York,0.0,21.1,16.1,4.2,rain,2012,5,14
1626,New York,0.0,22.8,16.7,4.5,sun,2012,6,14
1656,New York,0.0,30.6,23.9,4.6,rain,2012,7,14
1687,New York,0.0,27.2,21.1,2.6,rain,2012,8,14
1718,New York,0.0,25.0,17.2,4.4,sun,2012,9,14
1748,New York,0.0,22.2,12.8,7.5,sun,2012,10,14
1779,New York,0.0,9.4,2.8,4.9,sun,2012,11,14
1809,New York,0.0,9.4,0.0,4.3,sun,2012,12,14
379,Seattle,0.0,3.3,-2.2,1.3,sun,2013,1,14
